1892375,10013,8.0,10,430,8,321
15026246,7012,100,1,54,1,40
13925687,6021,100,0,8,0,5
90440884,6001,100,0,14,0,8
66155447,6021,100,0,6,0,6
5053976,9113,100,0,31,0,13
44620194,9057,100,0,2,0,2
59669332,7032,100,0,8,0,8
7733909,1021,100,0,25,0,14
149590239,7020,100,1,6,0,4
368165898,7024,100,0,1,0,1
5096037,9054,5.6,0,167,0,69
335598,6045,100,0,330,0,135
610305,10023,100,0,102,0,5
81194890,9011,100,0,11,0,9
77618389,8004,100,0,1,0,1
94161871,9130,100,0,69,0,8
118033054,6017,100,0,4,0,1
4322501,10023,100,0,4,0,3
15485744,7016,100,0,65,1,33
137997393,4070,100,0,1,0,1
253121843,4051,100,0,8,1,7
456614233,10005,100,0,2,0,2
361598364,6026,100,0,2,0,2
25719760,7032,100,3,70,1,45
142271804,7030,100,1,126,0,12
125655297,8004,100,0,3,0,3
210981504,9113,100,1,43,0,4
694254,4082,7.5,19,322,21,225
5190503,10007,100,0,43,0,22
32865339,4051,100,0,35,1,22
140071409,7020,100,0,14,0,8
1258956,5001,8.0,12,450,9,257
24009835,7030,100,0,18,0,6
179986089,10023,100,0,1,0,1
12648657,1022,100,0,3,0,1
121655459,7012,100,2,166,1,7
11652396,4019,100,0,8,1,5
201998750,7024,100,0,4,0,3
567792,9063,100,1,100,1,18
70105703,4021,100,4,26,0,15
22704921,7032,100,0,84,1,46
87758313,10008,100,0,3,0,3
73836626,7020,100,0,26,1,6
64060254,8004,100,0,113,0,11
1399737,7030,100,0,212,1,43
75358187,5006,100,0,4,0,1
574755,2012,100,0,376,2,53
201177983,4009,100,4,21,2,12
12958668,1004,100,1,14,1,9
88951704,9101,100,1,24,0,3
41658914,10007,100,0,27,1,12
149373624,7020,100,1,26,0,9
177247100,10021,100,0,1,0,1
115531463,9031,100,0,13,0,5
500321096,6001,100,0,0,0,0
25925646,10023,100,0,8,0,6
225780385,7024,100,0,17,0,9
14607861,10011,100,1,67,0,44
