49617662,4025,100,0,168,0,30
561374459,1032,100,0,4,0,4
91724406,7024,100,0,20,0,9
41032118,7024,100,0,1,0,1
20483887,4027,100,1,34,0,17
129611103,4004,100,1,102,2,25
93403225,7024,100,1,61,0,2
2833942,4027,100,0,1,0,1
74278871,2016,100,0,1,0,1
96884526,4999,100,0,2,0,2
86609508,9009,100,0,85,0,8
141258703,7030,100,0,1,0,1
4577964,9031,7.6,17,839,6,502
18177093,9009,100,2,110,1,49
124786887,7024,100,2,3,1,3
79521830,9054,100,0,36,0,11
72208761,4025,100,0,5,5,2
21898510,9122,100,0,35,1,17
112657511,9016,100,0,19,0,8
41603398,4004,6.9,6,221,7,141
8540156,9054,6.8,6,663,3,140
141117,4004,100,0,320,8,188
71992262,4999,100,0,0,0,0
261232179,4999,100,0,0,0,0
548825117,9043,100,0,24,0,2
48427137,9113,100,3,85,0,30
258982104,4055,100,1,4,2,3
45012206,4018,100,0,107,2,90
92095352,9053,100,1,32,2,22
92993862,4004,100,0,25,0,20
120770615,7020,100,1,19,0,11
8799100,9119,100,1,140,1,50
103436291,9031,100,0,2,0,2
46199792,4027,100,1,100,2,40
2883284,4021,7.1,66,5144,18,1732
28745510,4004,100,3,173,2,110
162430924,4009,100,0,2,0,2
181742589,9061,100,2,80,2,44
24937865,9113,100,0,138,5,63
11971310,4066,100,1,108,1,57
10619277,9074,100,0,43,1,8
28233513,4017,100,0,3,2,3
8392321,8004,100,0,5,0,1
50806175,4025,100,2,122,1,13
49060936,7020,100,0,14,0,7
27493136,7024,100,1,47,1,3
65715888,9074,100,1,563,0,11
65142785,7026,100,0,5,0,5
103688130,7030,100,0,4,0,2
23209803,8002,100,0,2,0,2
231812967,8004,100,0,1,0,1
152062880,7020,100,0,125,0,77
230492358,6001,100,0,22,0,9
4816238,2021,100,0,63,0,19
98389868,4025,100,0,88,1,32
5423026,10007,100,0,141,0,34
30725646,9009,100,0,4,0,2
2061644,4027,6.7,47,3383,44,1559
75640555,7019,100,0,4,0,3
43619788,7019,100,0,315,7,127
24057871,9075,100,0,55,1,7
4895192,7024,100,0,329,0,10
44468155,7016,100,0,8,0,6
10832352,9101,6.5,11,1481,7,471
81164624,9089,100,0,37,1,5
103096861,4004,100,0,8,0,6
38730640,9074,100,0,58,0,12
86685141,2001,100,0,29,0,9
48842965,9113,100,1,14,1,4
61075016,9048,100,0,1,0,1
16927846,4008,100,0,246,1,96
101312735,4031,100,1,22,3,19
142603272,10007,100,0,35,0,16
115042288,4009,100,0,5,1,4
343756392,7020,100,0,5,0,2
46637458,4025,100,0,9,0,5
3749792,5001,100,2,96,1,60
58187646,4004,100,0,60,1,30
57237752,9089,100,0,11,0,8
117063508,9053,100,0,29,0,16
168149953,9074,100,0,5,0,2
87893434,9113,100,0,16,0,6
103133613,9113,100,0,0,0,0
564910439,9009,100,0,27,1,17
159931499,7024,100,0,1,0,1
516865087,9054,100,0,39,1,12
873499,10016,100,3,4998,10,592
291110555,4057,7.9,32,522,6,425
26337734,9101,6.7,7,934,3,251
27220192,4009,100,2,594,4,83
126065096,7020,100,0,4,0,3
157772786,7024,100,0,0,0,0
131500077,4009,100,0,3,0,1
436604300,4999,100,0,0,0,0
11440914,9113,100,1,114,3,21
21070256,9119,100,1,108,1,26
52943259,9032,100,0,96,2,26
22804120,10008,100,0,152,0,61
149758216,9054,100,0,14,0,11
145099561,4025,100,0,14,0,9
41166111,4041,100,1,357,5,79
8380257,4053,100,3,360,5,84
378337867,9089,100,1,32,0,15
117155358,9089,100,4,45,3,12
67799702,7026,6.3,0,112,1,48
34726749,7020,100,1,57,1,14
70991745,9100,100,2,61,2,17
18101213,9122,100,0,48,1,28
117102730,4004,100,1,118,1,47
25110013,9054,6.1,12,734,4,291
22447564,4053,6.8,8,348,5,167
71443996,9089,100,0,20,0,4
22424942,10008,100,0,456,1,101
1355676,9054,100,2,630,4,129
76329843,7024,100,0,5,0,3
110475809,8004,100,0,2,0,2
108119169,10007,100,0,15,0,12
157426639,4060,100,0,62,1,21
16121086,7020,100,1,17,0,13
1318518,9032,100,1,36,0,17
31181332,4008,100,0,15,0,11
38817234,9129,100,1,118,4,16
18532035,9016,100,0,27,0,8
6842726,4089,100,0,43,0,25
20516658,9109,100,2,21,0,17
145370076,4053,100,1,3,0,3
126914496,4031,100,0,3,1,3
15821839,5003,100,1,87,0,48
13699859,7024,100,0,45,0,10
258128674,7020,100,0,2,0,2
7604344,9113,100,0,3,0,3
181787408,7020,100,0,4,0,4
10092459,7032,100,0,150,0,21
7732505,7020,100,0,118,10,90
66262248,9089,100,2,114,0,8
10845384,9113,100,1,31,7,17
10272011,1013,100,0,54,1,43
95762178,4007,100,1,33,0,9
78132136,9063,100,0,0,0,0
19803608,4066,6.6,1,44,1,30
96841753,7020,100,0,26,0,18
27712152,7004,100,0,1,0,1
3407945,7004,100,0,18,0,6
87965861,5001,100,0,1,0,1
87562719,7020,100,1,100,0,74
89735813,7024,100,0,6,0,3
38976658,10023,100,0,109,0,4
9430383,7020,100,0,5,0,3
115518585,7030,100,0,20,0,4
68867762,6049,100,0,73,1,13
171445173,8004,100,0,15,0,5
3491018,7030,100,0,398,0,50
369917179,7004,100,0,5,0,5
119816334,8004,100,0,6,0,3
22442371,8004,100,0,131,0,20
16339620,8004,100,0,276,0,116
115103080,7024,100,0,0,0,0
18439666,7024,100,0,6,0,5
19100240,7008,100,0,36,1,7
18939564,7032,100,0,17,0,3
146158639,7020,100,0,114,0,7
93079742,9074,100,0,19,0,9
126190864,4025,100,0,56,2,14
164505952,4025,100,0,5,0,5
25996003,9054,100,0,18,0,11
6274568,5001,100,2,239,1,73
15083114,9089,100,1,40,1,22
111855270,5001,100,1,1,0,1
6988579,7032,100,2,428,2,229
22728652,6035,100,3,1299,1,119
22629215,7030,100,0,263,0,31
141888469,6035,100,0,9,0,8
131577681,6035,100,0,11,0,5
98490741,6001,100,0,10,0,9
118626810,7004,100,0,53,0,7
18882999,4999,100,0,1,0,1
157662386,1015,100,0,17,1,15
416983804,9031,100,0,0,0,0
38045696,10007,100,0,60,0,11
11773017,10023,100,0,725,0,61
155854451,7016,100,0,3,0,3
58525610,4025,100,0,23,0,14
27822403,7024,100,0,48,1,5
32000524,4008,100,0,108,1,59
124565824,6033,100,0,13,0,12
45535278,4021,7.2,0,16,0,14
108592962,7020,100,0,10,0,5
171673757,10007,100,0,10,0,9
17762787,10013,100,0,38,2,18
293959426,10017,100,0,18,0,14
29895870,10008,100,0,51,0,29
243506247,4003,100,0,0,0,0
77311935,6007,100,247,75858,146,22239
14539064,4053,7.4,10,640,6,502
21170109,8004,100,0,178,0,25
68061850,10017,100,0,228,2,8
12322558,6001,100,0,118,1,37
402096916,1015,100,1,8,1,8
672915,6007,100,247,75858,146,22239
87861279,10023,100,0,96,0,67
18409730,8003,100,0,7,0,4
247407704,9054,100,0,10,0,6
176845236,1024,100,1,20,1,16
155908266,6001,100,1,41,0,27
9179721,6037,7.1,6,1118,3,598
32493846,6035,100,0,161,0,77
11573077,7999,100,0,352,0,57
25259722,6035,100,0,55,0,28
184906067,10023,100,0,13,0,1
20208342,6033,100,0,52,0,26
36702341,10007,100,0,12,0,9
10441924,9074,100,0,3,2,3
166755468,4999,100,0,0,0,0
91029803,7030,100,0,3,0,3
146009886,7030,100,0,2,1,2
92047327,7030,100,0,6,0,6
87828249,7032,100,0,3,0,2
141611908,5007,100,0,17,3,3
11275997,7032,100,0,103,1,10
9721799,4055,7.3,13,408,8,156
112404331,9009,100,0,132,1,37
4772516,7016,100,1,234,3,30
24061596,9009,100,1,22,1,9
185989524,9113,100,1,13,1,5
38481901,9009,100,1,9,0,6
71086149,4999,100,0,24,0,11
32618117,9036,100,0,44,0,27
121893406,4004,7.0,4,114,3,52
7694897,9028,5.8,24,1026,10,945
40654399,7020,100,0,19,0,7
57383824,4073,6.2,1,25,0,16
17868099,4073,100,3,120,2,62
172992518,4009,100,1,0,0,0
3530210,7015,100,0,53,0,37
74569283,4031,100,2,13,2,4
419449011,4066,100,0,1,0,1
68929734,10017,100,0,69,0,2
6873176,4004,6.9,6,137,2,88
7065597,7022,100,0,3,0,3
216760119,4004,100,1,4,5,1
21170072,4031,6.7,3,191,4,67
3737626,9011,6.4,3,472,1,170
74977366,9113,100,3,70,0,23
153189403,4061,100,1,5,1,4
110395141,9122,100,0,3,0,3
7797906,9113,100,1,61,3,31
93418818,4999,100,0,1,0,1
246611048,9128,100,0,1,0,1
21035202,4031,100,0,14,0,14
92388926,4027,100,0,8,0,4
369666082,9091,100,0,17,0,11
19686080,9128,100,0,66,0,35
20118309,6049,100,0,129,1,26
97491208,4004,100,0,11,0,3
127745424,4999,100,0,3,0,2
113538720,4025,100,0,18,0,5
43481112,9054,100,0,27,0,3
158524138,7024,100,0,118,0,6
21059057,4009,100,0,21,0,4
23099181,7004,100,4,827,4,260
12880673,10008,100,0,182,0,42
9246003,1003,100,0,0,0,0
262702795,7020,100,0,2,0,2
67590314,4003,100,0,1,0,1
210541738,7030,100,0,0,0,0
121468009,8004,100,0,6,0,3
23779456,10007,100,0,23,0,17
5939520,9101,100,0,179,0,8
22016186,7020,100,0,228,0,26
13812122,9060,100,0,458,0,98
274953175,4999,100,0,0,0,0
13760004,9060,100,0,177,0,14
8624000,7030,100,2,464,0,17
40964492,6033,100,0,175,0,17
34057276,7030,100,2,78,0,20
93770584,7020,100,0,47,0,14
4062682,9074,100,0,204,3,64
12796675,9028,100,0,3,0,3
134840121,4003,100,0,4,0,4
89884251,9089,100,0,3,0,3
39787140,6999,100,0,23,0,8
139862152,9113,100,0,38,0,7
142299799,7020,100,0,1,0,1
118030115,8004,100,1,15,1,4
39569432,5007,100,2,385,2,29
19205654,7032,100,0,243,0,19
160744581,8004,100,0,116,0,16
133901739,9074,100,0,8,0,7
200962668,1008,100,0,5,0,0
25396512,7020,100,1,21,0,13
63707394,8004,100,0,33,0,13
418648416,8004,100,0,33,0,2
25284887,7030,100,0,10,0,2
30362796,7020,100,0,22,0,9
30254280,7012,100,2,60,0,35
8946947,7012,100,0,13,0,7
83626642,8004,100,0,17,0,12
35394991,7020,100,0,58,1,16
112537993,4009,100,0,6,0,3
28741459,4083,100,2,129,4,64
11442581,7020,100,1,13,0,7
14326689,4061,100,0,16,0,11
8458599,9113,100,0,14,0,4
101540663,4066,100,0,20,0,12
77844415,9054,100,0,26,3,8
2499797,4027,7.5,60,1868,27,1314
184796835,4021,100,0,1,0,1
6316386,4053,5.8,3,145,6,96
9187494,5003,100,2,241,3,93
970069,4020,6.4,9,156,9,122
31682650,9084,100,3,134,1,90
168428883,4999,100,0,0,0,0
52694962,4017,100,3,31,5,14
35396126,4031,100,4,74,0,54
32067345,4017,100,0,3,1,3
200091521,5001,100,0,0,0,0
98826676,4051,100,0,34,2,31
159901633,9102,100,0,2,0,2
499469114,7024,100,0,3,0,2
76435443,7020,100,0,1,0,1
16330817,2013,100,4,376,0,121
9682066,4004,100,4,258,3,138
23757097,7020,100,1,135,0,7
7979320,2007,100,0,4,0,4
236839248,5003,100,0,46,1,42
464581333,4053,7.7,6,229,4,57
187003389,7020,100,0,2,0,2
9721182,9128,100,1,231,0,76
31557386,9028,100,0,72,0,56
178953772,9113,100,0,8,1,5
175931223,7024,100,0,35,1,9
34270441,8004,100,0,6,0,3
110712682,9091,100,0,1,0,1
49538844,5005,100,0,0,0,0
9627776,7020,100,0,32,0,16
187102707,9122,100,0,3,4,2
442766764,4027,100,0,8,0,6
182895700,6015,100,0,24,0,10
159118012,6017,100,0,0,0,0
84088233,9054,100,0,6,0,4
110131982,7025,100,0,17,0,14
44699084,6037,100,0,47,0,13
131187347,5001,100,0,3,0,3
44641967,9109,100,2,16,1,16
54008198,7032,100,0,33,0,5
176446886,8004,100,0,9,0,5
3835444,7020,100,0,86,0,38
63730420,10007,100,0,106,0,141
107790215,7020,100,0,3,0,3
82457534,7020,100,0,8,0,7
91790028,7020,100,0,2,0,2
60169792,8004,100,0,13,0,3
9709599,7020,100,0,20,0,15
134859912,7030,100,1,4,0,2
6362194,6033,100,0,9,0,3
19379438,9009,100,0,6,0,2
81847420,6001,100,0,13,0,10
46335062,10007,100,0,188,1,65
94298857,9089,100,0,11,0,5
6440199,6037,100,1,144,1,70
4490732,6001,100,0,118,2,67
46834946,7020,100,0,176,1,25
143629502,7020,100,0,12,0,8
230015954,6001,100,1,3,0,2
35442306,8002,100,0,22,0,7
93368530,6033,100,0,0,0,0
39611708,10023,100,0,1,0,1
191434804,8003,100,0,12,0,11
63726543,7004,100,0,13,0,6
34292260,7032,100,0,242,0,66
131770941,7020,100,0,2,0,1
5376731,10008,100,0,209,1,85
47747476,10007,100,0,3,0,3
116699872,7015,100,0,33,0,29
256504031,9075,100,0,3,0,3
45535415,6051,100,0,7,0,6
62256006,10007,100,0,45,0,15
164218812,9113,100,0,1,0,1
133742256,10007,100,0,3,0,3
243968584,7020,100,0,6,0,5
385496400,10025,100,0,1,0,1
21775214,1013,100,2,154,0,6
9416187,5001,100,0,5,0,4
19890367,9113,100,0,55,1,13
70945778,9084,100,0,4,0,4
27963631,4025,100,0,30,0,13
25969723,6037,100,0,4,0,2
3586936,6035,6.4,4,952,4,220
99604111,6015,100,1,6,1,5
116583069,10017,100,0,2,0,2
85423258,9036,100,1,92,0,5
49680122,9031,100,1,103,0,9
116642642,10007,100,1,200,0,27
16934829,7020,100,0,82,0,53
18894160,7020,100,0,12,0,7
26486892,6001,100,0,2,1,2
138329137,6001,100,1,7,0,1
46929826,1032,7.3,14,221,2,81
92892305,6017,100,0,16,0,8
8025963,6001,100,4,219,4,65
122504480,7020,100,0,2,0,2
44906010,10017,100,0,0,0,0
85127740,6049,100,0,7,0,6
79409564,4025,100,1,328,1,60
97752775,7999,100,0,3,0,3
43726797,8003,100,2,85,0,36
171115416,8004,100,0,12,0,3
192469564,4025,100,0,21,0,10
14978525,7030,100,0,56,0,13
154794778,4026,100,0,15,0,8
127826280,4008,100,0,11,0,8
4635200,7019,100,2,365,1,167
10714078,9128,7.4,8,934,2,175
542945651,6033,100,0,0,0,0
4637691,4028,6.6,8,1835,5,484
68676252,9081,100,3,366,0,82
79100767,4004,7.1,6,327,3,129
5148864,4004,5.1,7,504,15,413
718366,4066,6.6,7,703,13,242
112430547,4009,100,0,55,0,27
14518510,4027,100,2,165,3,88
13567240,7025,100,0,9,0,5
12709344,4053,100,0,32,0,9
21141275,4085,100,1,34,5,28
11736059,9054,100,0,139,0,45
10262755,4025,100,0,105,0,36
58687907,9009,100,0,25,1,10
166754609,9054,100,0,38,0,21
748774,10016,100,2,3703,2,545
3529134,4009,100,3,150,2,72
15515500,4009,100,0,9,0,3
221283936,9084,100,2,259,4,62
501964246,7020,100,0,9,2,3
233530665,4060,100,0,4,0,3
4791381,10008,100,0,1364,1,254
45196453,2016,100,0,125,0,8
38867220,5001,100,0,29,0,2
72846664,1028,100,1,43,3,18
244686069,9004,100,0,2,0,2
68196460,8004,100,0,72,0,12
85998383,4025,100,0,55,0,14
81968209,9074,100,0,28,0,5
120829329,6049,100,0,2,0,1
126300865,8004,100,0,7,0,4
484606817,10008,100,0,1104,4,302
55094032,1005,100,0,22,0,17
145109920,10007,100,0,6,0,4
5661095,7004,100,0,3,0,3
32521463,9084,100,0,16,0,13
41591750,7030,100,0,17,0,5
11658615,10007,100,0,157,0,70
1693278,6037,5.7,12,3009,13,604
2489424,7030,100,1,261,0,49
15892245,7030,100,0,35,0,6
162867353,7034,100,0,2,0,1
78752599,10007,100,0,15,0,11
34038309,7030,100,0,88,1,12
36787551,10023,100,0,27,0,3
40101966,6001,100,1,61,0,11
515205665,7030,100,0,0,0,0
237008333,7020,100,1,37,1,8
57906120,5005,100,0,14,0,6
9429041,1013,100,0,4,0,3
7230798,5003,7.2,8,419,2,331
29894942,7032,100,2,62,2,25
49940523,9009,100,0,8,0,7
20503173,4015,100,0,95,0,12
10104468,7032,100,0,42,0,2
25603109,9028,100,0,2,0,2
50361484,7030,100,0,56,0,15
9801364,7004,100,2,64,0,23
45604565,7020,100,0,14,0,4
10083704,9043,6.5,2,570,23,67
6182448,6001,5.2,19,4520,14,669
75626167,10008,100,2,183,1,26
8467136,9031,6.2,5,1429,5,288
4896089,4034,6.0,18,933,7,421
34743478,4041,5.8,3,222,8,115
67765897,7022,100,0,27,0,5
7045298,4028,6.4,6,580,1,194
5874663,4026,100,0,112,1,70
17367997,7004,100,0,67,2,32
102993166,8004,100,0,5,0,4
195257960,10023,100,0,4,0,2
152242219,9113,100,1,5,0,2
21652817,9101,6.7,6,386,3,150
17849278,9037,100,0,9,0,3
147832243,7020,100,1,93,0,13
16239469,9088,100,3,32,3,26
5721139,9113,100,0,83,0,27
396760411,7020,100,0,6,0,5
19769084,4072,6.0,5,481,9,202
6553280,10008,100,1,1203,1,270
11221274,9028,100,1,204,0,66
20499619,9085,100,1,124,5,77
27044247,9085,100,0,5,0,5
45205350,4004,100,0,29,0,20
150471642,10007,100,0,20,0,2
170399132,9028,100,0,36,1,25
9682534,9028,100,0,2,0,2
99451649,9011,6.3,1,174,2,95
90544461,4025,100,0,17,0,14
82792261,9011,6.5,5,554,1,191
18370343,1024,100,1,24,0,7
28774521,4066,100,0,109,2,57
8808748,4053,5.5,2,218,4,151
181277149,9085,100,0,103,0,47
103270151,9028,100,1,46,0,39
37527823,9135,6.8,9,390,1,176
87469233,9113,100,0,23,1,10
745612,9011,100,0,88,0,38
180181250,1022,100,0,0,0,0
169977619,9085,100,0,2,0,2
110113651,9122,100,0,29,0,25
10853356,9113,6.2,4,143,6,45
82781262,5002,100,0,91,2,3
143409480,9071,100,2,69,3,35
3236894,6038,100,0,126,2,31
19016453,1024,100,1,283,2,38
108775028,7019,100,0,0,0,0
40617557,7020,100,0,10,0,10
54399686,10007,100,0,213,0,37
86649103,7020,100,2,23,0,15
70621588,4021,100,0,10,0,9
163164742,7004,100,0,9,0,6
42498760,7020,100,0,3,0,2
121233862,7025,100,0,68,0,6
110379523,8004,100,0,39,0,1
138096490,6033,100,0,48,0,14
52035567,8004,100,0,19,0,4
170536560,7020,100,0,5,0,2
62779728,7020,100,0,1,0,1
208389318,7020,100,0,18,0,11
8426580,7020,100,0,262,0,11
31966146,9074,100,0,9,0,3
2498318,4053,8.0,31,983,8,653
6572167,4026,8.2,13,649,3,246
11242869,4025,100,5,363,2,48
7852096,4066,7.9,9,541,9,239
134000820,2021,100,0,1,1,1
238193857,9054,100,0,18,0,9
212391656,9122,100,0,30,1,17
104790890,9022,100,1,37,1,20
20771380,9122,100,0,90,1,22
32486202,9022,100,3,124,4,65
92141377,4066,100,2,19,1,13
53438056,9113,100,0,8,0,5
143889149,9113,100,0,9,0,4
38482115,4004,100,1,52,1,22
225333900,7020,100,0,7,0,3
